1 , "nom","lat","lon","adr1","adr2","adr3","adr4","tel","mail","web","intro","description","langues_nbr","langues","visite","activites_nbr","activites","services_nbr","services","url"
266 , "Centre équestre de Pouzay","47.078975","0.528089","CENTRE EQUESTRE DE POUZAY","Marnaize","37800 POUZAY",,"02 47 65 32 99","direction@cepouzay.com","http://www.cepouzay.com","<p>Centre équestre et poney club : enseignement, stages vacances, balades, compétition et écuries de propriétaires.</p>","Groupes acceptés (jusqu'à 30 personnes)",1,"Anglais",,3,"Activités pour les enfants(3 ans) Activités pour les familles Equitation Randonnée équestre / âne",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/centre-equestre-de-pouzay-pouzay"
267 , "Chinon Loisirs Activités Nature","47.163844","0.236409","SARL CHINON LOISIRS ACTIVITES NATURE","(C.L.A.N)","Quai Danton","37500 CHINON","06 23 82 96 33","info@loisirs-nature.fr","http://www.loisirs-nature.fr","<p>Location de vélos de 2 h à plusieurs jours. Randonnée libre, propositions de circuits d'1/2 journée à 2 jours, livraison autour de Chinon. Situation sur la Loire à Vélo.</p>","Groupes acceptés (jusqu'à 50 personnes)",4,"Français Anglais Espagnol Portugais",,2,"Activités pour les enfants(7 ans) Cyclotourisme",3,"Animations thématiques spécifiques Livraison de vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chinon-loisirs-activites-nature-chinon2"
268 , "Domaine Les Lutinières","47.371288","0.833849","DOMAINE LES LUTINIERES","154 avenue Gabrielle d'Estrées","37270 MONTLOUIS-SUR-LOIRE",,"02 47 50 82 60","jc.dardeau@leslutinieres.info","http://www.leslutinieres.info","<p>Le Domaine des Lutinières est planté de vignes âgées de 1 à 104 ans entre la Loire et le Cher. Sur notre exploitation située près du château de la bourdaisière, vous pourrez découvrir notre métier passionnant et déguster les vins de notre production ainsi que notre pur jus de raisin. L'accueil à la propriété vaut au domaine le titre de cave d'excellence, décerné par l'interprofession des vins de Loire.</p>","Produits : Vins AOC : AOC Montlouis",3,"Français Anglais Allemand","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-les-lutinieres-montlouis-sur-loire"
269 , "Aire de loisirs de Luzé","47.022989","0.453106","AIRE DE LOISIRS DE LUZE","37120 LUZE",,,"02 47 58 32 52","mairie.luze@wanadoo.fr",,"<p>Pêche, mini-golf, itinéraires balisés de randonnée pédestre, aires de pique-nique.</p>",,1,"Anglais",,4,"Jeux pour enfants Plan d'eau rivière Mini golf",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/aire-de-loisirs-de-luze-luze"
270 , "Domaine champalou","47.425354","0.790414","CHAMPALOU CATHERINE DIDIER ET CELINE","7 rue du Grand Ormeau","37210 VOUVRAY",,"02 47 52 64 49","champalou@orange.fr","http://www.champalou.com","<p>Notre exploitation familiale se situe sur le coteau, au coeur du Clos du Portail. Vous y serez accueilli pour déguster nos vins issus de nos vignes cultivées sous le label Terra Vitis, dans le respect de la nature, de l'homme, pour des vins de plaisir.</p>","Produits : Vins AOC : AOC Vouvray Groupes acceptés (jusqu'à 35 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-champalou-vouvray"
271 , "La Chevallerie","47.28063","0.133004","GAËTAN BRUNEAU - LA CHEVALLERIE","La Chevallerie","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 93 58","gaetan.bruneau@gmail.com","http://www.gaetanbruneau.com","<p>De père en fils depuis 5 générations, nous perpétuons le savoir-faire familial au vignoble comme à la cave pour vous offrir le meilleur de notre terroir. Nous produisons des vins ronds et élégants aux arômes intenses de fruits rouges. Rendez nous visite au domaine pour une dégustation conviviale de nos différentes cuvées.</p>","Produits : Vins AOC : AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-chevallerie-saint-nicolas-de-bourgueil"
272 , "Cours de cuisine et de pâtisserie - coaching culinaire","47.358805","0.662348","LA CUISINE AUTREMENT","45 rue de la Marbellière","37300 JOUE-LES-TOURS",,"02 34 53 44 46","contact@juliette-camatta.com","http://www.juliette-camatta.com",,,1,"Français",,1,"Gastronomie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cours-de-cuisine-et-de-patisserie-coaching-culinaire-joue-les-tours"
273 , "Biky concept","47.396439","0.762879","BIKY CONCEPT KARTING LOISIRS","Rue Lucie Aubrac","37700 LA VILLE AUX DAMES",,"02 47 32 09 13","contact@racing-pb.com","http://www.karting-tours.fr","<p>Centre de loisirs : Piste Karting loisirs dès 7 ans et terrain de Paintball dès 18 ans. Particuliers, Entreprises, Groupes. Karting adulte 270 cm3, Karting enfant 120 cm3, terrain de Paintball 4.000 m2. Bar, club house, TV, satellite, espace Picnic...</p>","Groupes acceptés (jusqu'à 60 personnes)",4,"Français Anglais Allemand Néerlandais",,2,"Activités pour les enfants(7 ans) Karting",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/biky-concept-la-ville-aux-dames"
274 , "Randonnées libres ou guidées sur la Loire - à bord de canoës Canadiens","47.413326","0.984407","CANOE-KAYAK CLUB D'AMBOISE - LOIRE","AVENTURE","Base de l'Ile d'Or","Allée de la Loire","02 47 23 26 52","contact@loire-aventure.fr","http://www.loire-aventure.fr","<p>Descente de Loire (amont d'Amboise) accompagnée ou non. Location de canoës canadiens haut de gamme et de kayaks. Organisation de raids nature de plusieurs jours avec repas et bivouacs. Accueil et encadrement par des moniteurs FFCK et brevets d’état.</p>","Groupes acceptés (jusqu'à 150 personnes)",3,"Français Anglais Espagnol",,3,"Activités pour les enfants(savoir nager) Activités pour les familles Canoé kayak",3,"Animations thématiques spécifiques Livraison de vélos Transfert de bagages","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/randonnees-libres-ou-guidees-sur-la-loire-a-bord-de-canoes-canadiens-amboise"
275 , "Ateliers Journées repas sur le thème du goût et de l'Oenologie","47.392397","0.693616","CQFD GUSTATION","45 rue Bernard Palissy et dans le vignoble","37000 TOURS",,"02 47 05 73 32","cqfd.cprouteau@free.fr","http://www.degustation.net","<p>Proposer des apprentissages au goût et à la dégustation des vins et des aliments ainsi que des services à toute personne ou organisation, pour toute manifestation touchant à ces thèmes. Intervention sur site : chez les viticulteurs, maisons des vins, restaurants... Seulement pour les groupes sur demande.</p>",,1,"Anglais",,1,"Oenologie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/ateliers-journees-repas-sur-le-theme-du-gout-et-de-l-oenologie-tours"
276 , "Les écuries de la choisille","47.452616","0.649458","LES ECURIES DE LA CHOISILLE","Fouasse","37390 METTRAY",,"02 47 51 27 94","thierry.demirdjian@wanadoo.fr","http://www.ecuriesdelachoisille.free.fr","<p>Centre équestre, poney club. Enseignement de l'équitation, passage d'examens, compétition, stages et randonnées pendant les vacances scolaires. Ecuries de propriétaires, chevaux au travail. Concours complets d'équitation. Terrain de cross de 35 ha. Epreuve poney à la pro 1.</p>","Groupes acceptés (jusqu'à 30 personnes)",1,"Anglais",,2,"Activités pour les enfants(4 ans) Equitation",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-ecuries-de-la-choisille-mettray"
277 , "Balloonrevolution - Evenementciel","47.411144","0.976903","BALLOONREVOLUTION - EVENEMENTCIEL","7 rue de l'Ile d'Or","37400 AMBOISE",,"06 07 41 09 78","contact@balloonrevolution.com","http://www.balloonrevolution.com","<p>Découverte de la vallée de la Loire en montgolfière au départ de la région d'Amboise et de Chenonceaux depuis l'un de nos châteaux partenaires. Rendez vous 7j/7 à l'Office de Tourisme d'Amboise pour une aventure de 3 heures dont 1h de vol. Prestations sur mesures à bord de nacelles conviviales de 4 à 8 places passagers.</p>",,2,"Anglais Allemand",,1,"Montgolfière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/balloonrevolution-evenementciel-amboise"
278 , "Maison Audebert et fils","47.277601","0.167852","Maison Audebert et fils","20 avenue Jean Causeret","37140 BOURGUEIL",,"02 47 97 70 06","maison@audebert.fr","http://www.audebert.fr","<p>Vigneron depuis 3 générations, la maison Audebert vous ouvre ses portes pour une visite de cave et une dégustation.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Chinon - AOC Saint Nicolas de Bourgueil",3,"Français Anglais Allemand","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/maison-audebert-et-fils-bourgueil"
279 , "Domaine de la Chevalerie","47.291169","0.238943","CASLOT","14 rue du peu muleau","37140 RESTIGNE",,"02 47 97 46 32","chevalerie@caslot.fr","http://www.domainedelachevalerie.fr","<p>Aussi franc que son cabernet, Pierre Caslot, le vigneron de la Chevalerie, a toujours eu le sourire aux lèvres pour recevoir ses clients, dont beaucoup sont devenus ses amis. Pierre et ses enfants : Stéphanie et Emmanuel, exploitent 33 hectares de vignes et vous invitent à découvrir leur gamme de vins dans la cave-cathédrale souterraine.</p>","Produits : Vins AOC : AOC Bourgueil Groupes acceptés (jusqu'à 35 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-chevalerie-restigne"
280 , "La Récréation","47.261719","0.672344","LA RECREATION","Le Petit Nétilly","37260 MONTS",,"02 47 26 16 72","la-recreation@voila.fr","http://www.larecreation.fr","<p>Ancienne ferme transformée en espace de loisirs actifs et de détente pour tous. Aire de voltige, parcours de jeux, voitures à pédales (dont les slalom karts), vélo-taxis, pistes de vélos, ""gliss’mouille"" (maillot de bain), animaux de la ferme, beach volley, jeux de palets, etc.</p>",,1,"Anglais",,5,"Mini golf Boulodrome Jeux pour enfants Parcours de Santé Parc à thèmes",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-recreation-monts"
281 , "La Martinienne - Les Amis du Musée des Mariniers","47.236622","0.127144","LA MARTINIENNE","MUSEE DES MARINIERS","4 rue de la Pompe","37140 CHOUZE-SUR-LOIRE",,"museedesmarinierschouze@orange.fr","http://www.chouze-sur-loire.fr",,"Groupes acceptés (jusqu'à 12 personnes)",1,"Français","oui",1,"Bateaux promenade",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/la-martinienne-les-amis-du-musee-des-mariniers-chouze-sur-loire"
282 , "Domaine du Petit Bondieu","47.283964","0.234123","EARL PICHET JEAN MARC ET THOMAS","30 route de Tours","37140 RESTIGNE",,"02 47 97 33 18","jean-marc-pichet@wanadoo.fr","http://www.thomaspichet.com/","<p>Notre domaine de 21 hectares est situé au coeur de l'appellation Bourgueil. Nos vins on reç,u de nombreuses récompenses au Concours Général de Paris : 2001-bronze, 2002-or, 2003-or, 2004-argent, 2005-argent et bronze, 2006-or et argent. Venez découvrir notre charmant domaine avec une visite et une dégustation dans notre cave.</p>","Produits : Vins AOC : AOC Bourgueil Groupes acceptés (jusqu'à 25 personnes)",2,"Français Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-du-petit-bondieu-restigne"
283 , "Domaine de la Cabernelle","47.298784","0.211146","CASLOT PONTONNIER","3 rue du Machet","37140 BENAIS",,"02 47 97 84 69","cabernelle@orange.fr","http://www.cabernelle.com","<p>Les familles Caslot et Pontonnier alliés par le coeur et la passion du vin sont réunies dans le domaine de la Cabernelle. Vignerons depuis plusieurs générations sur les appellations de Bourgueil et Saint Nicolas de Bourgueil, la tradition et l'expérience nous permettent de mettre en valeur notre beau terroir dans différents cuvées.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil",1,"Français","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-cabernelle-benais"
284 , "Touraine\, Terre d'Envol","47.155337","0.646473","TOURAINE, TERRE D'ENVOL","24 rue Prés Gâteaux","37800 SAINTE-CATHERINE-DE-FIERBOIS",,"02 47 45 49 67","info@loire-et-montgolfiere.com","http://www.loire-et-montgolfiere.com","<p>Il existe de nombreux sites où vous pouvez voler en montgolfière, mais un vol en Loire Valley, la Vallée des Rois de France est l'une des 10 choses incontournables à faire dans ce magnifique pays. Agréés Transport Public de Passager, nous volons en montgolfière en Touraine depuis 1999 et connaissons donc la région. Nous vous offrons la plus grande variété de sites d'envol afin de vous faire découvrir la beauté des châteaux et des paysages du Val de Loire. Vous savourerez votre vol en ballon au-dessus d'un des plus splendides châteaux : Amboise, Azay-le-Rideau, Chenonceau, Chinon, LangeMontbazon, Richelieu, Saumur, Villandry … Tous ces sites sont indissociables de l'Histoire de France et ses Rois; ces noms évoquent l'histoire de Jeanne d'Arc, Léonard de Vinci et les événements du Moyen-Age</p>","Groupes acceptés (jusqu'à 20 personnes)",4,"Français Anglais Polonais Russe",,1,"Montgolfière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/touraine-terre-d-envol-sainte-catherine-de-fierbois"
285 , "Domaine du Fondis","47.282743","0.095567","EARL DOMAINE DU FONDIS","14 Le Fondis","37140 SAINT-NICOLAS-DE-BOURGUEIL",,"02 47 97 78 58","domainedufondis@wanadoo.fr","http://www.domainedufondis.net","<p>Le Domaine du Fondis est un domaine familial depuis 1900 situé au cœur du vignoble Bourgueillois. Nous transmettons notre métier, qui est aussi notre passion, par une visite de notre cave et chais suivie d'une dégustation de nos vins. Vous cherchez un logement dans les vignes ? Nous avons un charmant gîte avec vue sur nos vignes pour quatre personnes.</p>","Produits : Vins AOC : AOC Bourgueil - AOC Saint Nicolas de Bourgueil Groupes acceptés (jusqu'à 50 personnes)",1,"Français","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-du-fondis-saint-nicolas-de-bourgueil"
286 , "AviaSim","47.434953","0.706644","AVIASIM","7 allée Colette Duval","37100 TOURS",,"09 81 19 39 99","tours@aviasim.fr","http://www.aviasim.fr","<p>Simulateur de vol Airbus A320 pour se faire plasir et découvrir les sensations de pilotage, lutter contre le stress en avion ou même maintenir ses compétences.</p>","Groupes acceptés (jusqu'à 10 personnes)",2,"Français Anglais",,1,"Aérodrome",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/aviasim-tours"
287 , "Château gaudrelle","47.406259","0.738188","CHATEAU GAUDRELLE","Clos de l'Olivier","12 Quai de la Loire","37210 ROCHECORBON","02 47 25 93 50","chateaugaudrelle@free.fr","http://www.chateaugaudrelle.com","<p>Château Gaudrelle est un domaine de près de 20 hectares fondé au XVIIème siècle. Son vignoble est la propriété de la famille MONMOUSSEAU depuis 1931. Il est planté exclusivement de Chenin Blanc ou Pineau de Loire dont la culture remonte à St Martin venu à Tours pour y établir son ermitage, à deux pas de notre cave à la fin du IVème siècle. Nous conduisons notre vignoble dans le respect du rythme biologique des vignes et de la nature afin de créer les conditions d'une maturation optimum de la récolte. Et ainsi d'en tirer tout ce qu'il y a de plus beau dans notre terroir et vous offrir les meilleurs vins. Vous pourrez ainsi grâce ànotre dégustation commentée découvrir le charme et l'émotion que procure la découverte de nos vins.</p>","Produits : Vins AOC : AOC Touraine - AOC Vouvray Groupes acceptés (jusqu'à 120 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chateau-gaudrelle-rochecorbon"
288 , "Golf de Fleuray - Amboise","47.468132","1.059673","GOLF DE FLEURAY - AMBOISE","Le Plessis","34, Route de Dame-Marie-les-Bois RD 74","37530 CANGEY","02 47 56 07 07","contact@golfdefleuray-amboise.com","http://www.golfdefleuray-amboise.com","<p>Golf 9 trous dans un cadre calme et verdoyant ondulé avec obstacles naturels. Leçons et location de matériel - Bar - Menu golfeur. Hébergement sur place.</p>","Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais",,1,"Golf",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/golf-de-fleuray-amboise-cangey"
289 , "Chocolaterie Bigot - visite dégustation","47.396198","0.983922","CHOCOLATERIE BIGOT - VISITE DEGUSTATION","Place du château","37400 AMBOISE",,"02 47 57 04 46","contact@bigot-amboise.com","http://www.bigot-amboise.com","<p>Cette visite ""gourmande"" débute par une vidéo ""À la découverte du cacao"", se poursuit par une démonstration de la fabrication des spécialités et se termine par une dégustation de celles-ci. Une autre formule existe avec organisation d'un goûter.</p>","Produits : Biscuits / Pâtisseries - Bonbons / Confiseries - Chocolat Groupes acceptés (jusqu'à 35 personnes)",4,"Anglais Allemand Espagnol Italien","oui",1,"Activités pour les enfants(8)",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/chocolaterie-bigot-visite-degustation-amboise"
290 , "Earl de Civray Maison Perrin","46.925221","0.881223","EARL DE CIVRAY MAISON PERRIN","Civray","37350 LA CELLE GUENAND",,"02 47 94 95 81 & 06 88 12 83 87",,"http://www.lecoinfermier.com","<p>Ferme traditionnelle de Touraine : élevage de volailles, production de foie gras, confits, charcuteries, plats cuisinés, visite de la ferme, atelier de transformation sur place.</p>","Produits : Foie gras - Viandes - Volailles Groupes acceptés (jusqu'à 60 personnes)",0,,"oui",1,"Produit à la ferme",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/earl-de-civray-maison-perrin-la-celle-guenand"
291 , "Arboretum de la Martiniere","47.286714","0.750245","ARBORETUM DE LA MARTINIERE","87, Rue du Lavoir","37250 VEIGNE",,"02 47 26 97 87","asso.arboretum@yahoo.fr","http://arboretumveigne.hautetfort.com","<p>Visite guidée de 2 heures environ. 1 000 espèces d'arbres, 100 espèces de bambous, des nymphéas sur les étangs. Stage entre 10 et 15 personnes sur demande.</p>","Groupes acceptés (jusqu'à 20 personnes)",1,"Anglais",,3,"Activités pour les familles Botanique jardin",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/arboretum-de-la-martiniere-veigne"
292 , "Piscine du Véron","47.209961","0.182013","PISCINE DU VERON - CC CHINON VIENNE ET","LOIRE","COMMUNAUTE DE COMMUNES CHINON VIENNE ET LOIRE","Avenue de la république","02 47 58 44 80","piscine-veron@cc-cvl.fr","http://www.cc-cvl.fr",,"Groupes acceptés (jusqu'à 30 personnes)",1,"Anglais",,4,"Balnéothérapie Piscine Salle de remise en forme Centre de soins / Bien être",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/piscine-du-veron-avoine"
293 , "Domaine des Ouches","47.292633","0.267946","DOMAINE DES OUCHES","3 rue des ouches","37140 INGRANDES-DE-TOURAINE",,"02 47 96 98 77","domainedesouches@wanadoo.fr","http://www.domainedesouches.com","<p>Depuis huit générations, nous travaillons en famille sur le Domaine des Ouches. Thomas et Denis Gambier mènent ce vignoble de 17 hectares situé sur la commune d’Ingrandes de Touraine dans l’Appellation Bourgueil. Ils produisent plusieurs vins rouges en séparant leurs différents terroirs. Ils proposent également un vin rosé qui vient souligner d’autres aspects de notre cépage : le Cabernet Franc.</p>","Produits : Vins AOC : AOC Bourgueil Groupes acceptés (jusqu'à 30 personnes)",3,"Français Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-des-ouches-ingrandes-de-touraine"
294 , "Les sens du vin","47.41681","0.780575","CAVE DES PRODUCTEURS DE VOUVRAY","38 rue de la Vallée Coquette","37210 VOUVRAY",,"02 47 52 75 03","visites@cavedevouvray.com","http://www.cavedevouvray.com","<p>Après la visite de cave, nous proposons 2 ateliers de dégustation pour un moment de découverte et de plaisirs gustatifs : ""Le vin et le fromage, un grand classique"" et ""Pour fondre de plaisir avec le chocolat"", et ""La dégustation : Travaux Pratiques""... A travers un parcours sensoriel mêlant fromage ou chocolat à nos Vouvray tranquilles, effervescents ainsi que notre sélection de vins de Loire. Toute l'année sur réservation pour groupe de 8 à 20 personnes. Egalement toute l'année dégustation avec buffet salé ou sucré sur réservation pour groupe de 8 à 55 personnes.</p>","Groupes acceptés (jusqu'à 55 personnes)",4,"Français Anglais Allemand Espagnol",,1,"Oenologie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/les-sens-du-vin-vouvray"
295 , "Plan d'eau de l'arche","47.502091","0.787142","PLAN D'EAU DE L'ARCHE","Rue du Lavoir","37380 MONNAIE",,"02 47 56 10 20","mairie-de-monnaie@wanadoo.fr","http://www.ville-monnaie.fr","<p>Baignade surveillée en juillet et août. Parcours de santé et tables de pique-nique.</p>",,0,,,3,"Plage surveillée Plan d'eau rivière",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/plan-d-eau-de-l-arche-monnaie"
296 , "Zooparc de Beauval","47.268553","1.373492","41110 SAINT-AIGNAN",,,,"02 54 75 50 00","infos@zoobeauval.com","http://www.zoobeauval.com","<p>Eté comme hiver, entrez dans un monde exotique : dans un parc exceptionnellement fleuri et ombragé, un voyage au coeur du monde animal, à travers ses 4 serres tropicales, son vivarium, ses spectacles de rapaces en vol libres et d'otaries, sa savane africaine ...</p>",,0,,"oui",2,"Zoo parc animalier",1,"Boutique","http://www.touraineloirevalley.com/dormir-manger-sortir/activites/zooparc-de-beauval-saint-aignan2"
297 , "Domaine Dozon","47.105931","0.26279","DOMAINE DOZON","52 rue du Rouilly","37500 LIGRE",,"02 47 93 17 67","dozon@terre-net.fr","http://www.domaine-dozon.fr","<p>Le Domaine Dozon est situé à Ligré, au sud de Chinon (rive gauche de la Vienne), tout proche de la Devinière où naquit François Rabelais, et de la cité du Cardinal Richelieu. Laure Dozon vinifie des vins de Chinon rouge, rosé et blanc dans le respect des traditions. Les vins sont élégants et charnus ; ils peuvent se boire jeunes ou attendre en cave quelques années. L'accueil à la propriété vaut au domaine le prix de ""cave d'excellence"", décerné par l'interprofession des vins de Loire.</p>","Produits : Vins AOC : AOC Chinon - AOC Touraine Groupes acceptés (jusqu'à 50 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-dozon-ligre"
298 , "Huilerie Deballon-Bonnet","47.411418","0.983787","HUILERIE DEBALLON-BONNET","9 quai des marais","37400 AMBOISE",,"02 47 57 10 17","info@huilerieamboise.fr","http://www.huilerieamboise.fr","<p>Atelier artisanal de réalisation d'huile de noix et noisette. L'huile est réalisée à façon dans notre atelier avec un procédé transmis depuis des générations. Notre meule en pierre date de 1785, la cuisson s'effectue au feu de bois, et la dernière étape est faite avec une presse Mabille fabriquée à Amboise.</p>","Produits : Condiments / Huilerie Groupes acceptés (jusqu'à 15 personnes)",2,"Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/huilerie-deballon-bonnet-amboise"
299 , "Enfin du vin","47.211956","0.073214","ENFIN DU VIN","39 route de Compostelle","37500 CANDES-SAINT-MARTIN",,"02 47 95 07 61","cave.enfinduvin@gmail.com","http://www.enfinduvin.com","<p>Soirées dégustation avec vignerons. Soirées concert à la cave.</p>","Produits : Sirops et jus de fruits - Vins Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/enfin-du-vin-candes-saint-martin"
300 , "Verrerie d'Art d'Amboise-Chargé Patrick Lepage","47.437987","1.03835","SARL VERRERIE D'ART D'AMBOISE-CHARGE - PATRICK","LEPAGE","Levée de La Loire","Les Caves - D751","02 47 23 65 56","verreriedartdamboise@free.fr","http://www.patricklepage.com","<p>Découverte de l'art du verre soufflé. Exposition permanente libre. Visite guidée avec démonstration (environ 1 h). Groupes de préférence sur RV. Cours individuel, journée d'initiation ou de formation au verre.</p>","Groupes acceptés (jusqu'à 100 personnes)",1,"Anglais",,2,"Activités pour les enfants(7 ans) Verrerie",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/verrerie-d-art-d-amboise-charge-patrick-lepage-charge"
301 , "Cyclotourisme","47.438232","0.708758","COMITE DEPARTEMENTAL DE CYCLOTOURISME","Maison des Sports de Touraine","rue de l'Aviation","37210 PARCAY-MESLAY",,"codep@cyclo37ffct.org","http://www.ffct37.org/","<p>32 clubs organisent des randonnées route et V.T.T. et des brevets tous les dimanches de mars à octobre. Calendrier sur demande ou à télécharger sur le site.</p>",,0,,,3,"Activités pour les enfants Activités pour les familles Cyclotourisme VTT",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/cyclotourisme-parcay-meslay"
302 , "Domaine de la poultière","47.420073","0.840686","GAEC PINON MICHEL ET DAMIEN","29 route de Châteaurenault","37210 VERNOU-SUR-BRENNE",,"02 47 52 15 16","gaec.pinon@wanadoo.fr","http://www.damienpinon.fr","<p>Cette exploitation de 22 ha uniquement en AOC Vouvray à Vernou-sur-Brenne allie tradition et modernité de façon à toujours améliorer la qualité des vins en respectant le travail de la vigne.</p>","Produits : Vins AOC : AOC Vouvray Groupes acceptés (jusqu'à 40 personnes)",2,"Anglais Espagnol","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-de-la-poultiere-vernou-sur-brenne"
303 , "Caves du Père Auguste","47.334812","1.049144","Caves du Père Auguste","14 rue des Caves","37150 CIVRAY-DE-TOURAINE",,"02 47 23 93 04","contact@cavesdupereauguste.com","http://www.cavesdupereauguste.com","<p>Situé à 2 km du Château de Chenonceau, nous serons ravis de vous accueillir dans les caves creusées par notre trisaïeul et de vous faire partager notre passion lors d’une dégustation de vin AOC Touraine et Chenonceaux. Profitez également de nos tables de pique-nique ou bien baladez-vous dans nos vignes surplombant la rive droite du Cher depuis les portes du château de Chenonceau jusqu’à nos caves.</p>","Produits : Vins AOC : AOC Touraine Groupes acceptés (jusqu'à 60 personnes)",2,"Anglais Allemand","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/caves-du-pere-auguste-civray-de-touraine"
304 , "Domaine Frissant","47.454935","1.102164","Domaine Frissant","1 Chemin Neuf","37530 MOSNES",,"02 47 57 23 18","xf@xavierfrissant.com","http://www.xavierfrissant.com","<p>""Notre domaine viticole de 18 ha a le privilège d'être situé au sud de la Loire sur les 1ères côtes de la commune de Mosnes à proximité des prestigieux châteaux d'Amboise, Chambord, Chenonceau et du Festival des Jardins de Chaumont-sur-Loire. Nous produisons des vins de caractère à base de cabernet et côt, et le sauvignon blanc. Nous nous sommes spécialisés sur un vieux cépage de Touraine """"le cépage Fié gris"""", élégance, rondeur, tout le charme de notre terroir. Nous vous accueillons tout au long de l'année afin de partager notre passion et déguster l'ensemble de nos vins.""</p>","Produits : Vins AOC : AOC Crémant de Loire - AOC Touraine - AOC Touraine Amboise",1,"Anglais","oui",0,,0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/domaine-frissant-mosnes"
305 , "Archéolab - Musée de site archéologique","46.937587","0.738232","ARCHEOLAB (Association du Patrimoine vivant en","Claise Tourangelle)","Correspondance : Patrimoine Vivant en Claise Tourangelle","7 Grande Rue","02 47 91 07 48","patrimoinevivant.pvct@gmail.com","http://sites.google.com/site/patrimoinevivant/archeolab","<p>Présentation d'un site archéologique préhistorique permettant d'évoquer les méthodes de fouilles, les résultats des recherches, la nécessité de la protection du patrimoine archéologique. Organisation de stages découverte de l'archéologie.</p>","Groupes acceptés (jusqu'à 25 personnes)",1,"Anglais",,4,"Activités pour les enfants(8 ans) Activités pour les familles Archéologie : fouilles Géologie Faune Flore",0,,"http://www.touraineloirevalley.com/dormir-manger-sortir/activites/archeolab-musee-de-site-archeologique-abilly"
